,S.No,Comments,Label,enc_label,Label_hate,Label_non-hate,cleaned,transliterated_text
1310,HATE_2311,donga munda bjp party rapists brahamins anni vadilidengaru villaka manam vote vesindhi #oustmodi,hate,0,1.0,0.0,donga munda bjp party rapists brahamins anni vadilidengaru villaka manam vote vesindhi oustmodi,దొంగ ముండా బీజేపీ పార్టీ రేపిస్ట్స్ బ్రహామిన్స్ అన్ని వదిలిదెంగరు విల్లక మనం వోట్ వేసింది ఔస్ట్మోడి
1311,HATE_2312,"పార్టీ కి ఆపాదించడం కాదు పార్టీ అండ చూసుకుని విచక్షణ లేకుండా మాట్లాడుతున్నారు,నేను కువైట్ లో ఉన్నాను,ఇండియా వస్తువులను ప్లాస్టిక్ తో కప్పేసారు",non-hate,1,0.0,1.0,పార్టీ కి ఆపాదించడం కాదు పార్టీ అండ చూసుకుని విచక్షణ లేకుండా మాట్లాడుతున్నారునేను కువైట్ లో ఉన్నానుఇండియా వస్తువులను ప్లాస్టిక్ తో కప్పేసారు,పార్టీ కి ఆపాదించడం కాదు పార్టీ అండ చూసుకుని విచక్షణ లేకుండా మాట్లాడుతున్నారునేను కువైట్ లో ఉన్నానుఇండియా వస్తువులను ప్లాస్టిక్ తో కప్పేసారు
1312,HATE_2313,ఇండియన్ ఆర్మీ ని చూసి  ఈ  రాజకీయ  పార్టీలు నేర్చుకోవాలిసిన  ఒక  విషయం ఉంది.... MMG  gun ....మందిర్ మస్జీద్ గురుద్వారా కి  కి జై…,non-hate,1,0.0,1.0,ఇండియన్ ఆర్మీ ని చూసి ఈ రాజకీయ పార్టీలు నేర్చుకోవాలిసిన ఒక విషయం ఉంది MMG gun మందిర్ మస్జీద్ గురుద్వారా కి కి జై…,ఇండియన్ ఆర్మీ ని చూసి ఈ రాజకీయ పార్టీలు నేర్చుకోవాలిసిన ఒక విషయం ఉంది ఎంఎంజీ గన్ మందిర్ మస్జీద్ గురుద్వారా కి కి జై…
1313,HATE_2314,మీరు ఇండియా ను గౌరవించడం మంచిది.జై శ్రీరాం,non-hate,1,0.0,1.0,మీరు ఇండియా ను గౌరవించడం మంచిదిజై శ్రీరాం,మీరు ఇండియా ను గౌరవించడం మంచిదిజై శ్రీరాం
1314,HATE_2315,niku champi  pindam peteydhi neny ra kcr,hate,0,1.0,0.0,niku champi pindam peteydhi neny ra kcr,నికు చంపి పిండం పెటేది నేనీ రా కేసీఆర్
1315,HATE_2316,​KCR DALITA CM ani mosam chesinattu deshaprajalanu mosam cheyalevu,non-hate,1,0.0,1.0,​KCR DALITA CM ani mosam chesinattu deshaprajalanu mosam cheyalevu,​కేసీఆర్ దళిత సీఎం అని మోసం చేసినట్టు దేశప్రజలను మోసం చేయలేవు
1316,HATE_2317,"britain chethulu kaalayi China's drama la thoti, so Jaagratha has Britain vundaali. Britain konni thyagaalu cheyyali.",non-hate,1,0.0,1.0,britain chethulu kaalayi Chinas drama la thoti so Jaagratha has Britain vundaali Britain konni thyagaalu cheyyali,బ్రిటెన్ చేతులు కాలాయి చైనాస్ డ్రామా లా తోటి సో జాగ్రత హాస్ బ్రిటెన్ వుండాలి బ్రిటెన్ కొన్ని త్యాగాలు చెయ్యాలి
1317,HATE_2318,కొలుకొలేని దెబ్బ కొట్టాలి లేకపోతే దేశాన్ని మొత్తం మేమే పారిపాలిస్తాం అంటారు ఎలుక మీద గేలవని వారు ఏనుగు మీద గేలుస్తారాంట,non-hate,1,0.0,1.0,కొలుకొలేని దెబ్బ కొట్టాలి లేకపోతే దేశాన్ని మొత్తం మేమే పారిపాలిస్తాం అంటారు ఎలుక మీద గేలవని వారు ఏనుగు మీద గేలుస్తారాంట,కొలుకొలేని దెబ్బ కొట్టాలి లేకపోతే దేశాన్ని మొత్తం మేమే పారిపాలిస్తాం అంటారు ఎలుక మీద గేలవని వారు ఏనుగు మీద గేలుస్తారాంట
1318,HATE_2319,central la bjp ye undi gaara ....kcr ni yem peekaleru ani ardamaindhi,non-hate,1,0.0,1.0,central la bjp ye undi gaara kcr ni yem peekaleru ani ardamaindhi,సెంట్రల్ లా బీజేపీ యే ఉంది గార కేసీఆర్ ని యెమ్ పీకలేరు అని అర్దమైంది
1319,HATE_2320,"Jetla
​INDIA ni developed cheyadam evarivalla kadani thelisipoindi prajalaki.....unnodi inka unnntha lenodiki inka lenantha....life tho brathakali thappadu",non-hate,1,0.0,1.0,Jetla​INDIA ni developed cheyadam evarivalla kadani thelisipoindi prajalakiunnodi inka unnntha lenodiki inka lenanthalife tho brathakali thappadu,జెట్ల​ఇండియా ని డెవలప్డ్ చేయడం ఎవరివల్ల కాదని తెలిసిపోయింది ప్రజలకిఉన్నోడి ఇంకా ఉన్నత లేనోడికి ఇంకా లేనంతలైఫ్ తో బ్రతకాలి తప్పదు
1320,HATE_2321,banda puku jay gadu bat ela patuvukovali kuda telidhu bcci lo em pani ,hate,0,1.0,0.0,banda puku jay gadu bat ela patuvukovali kuda telidhu bcci lo em pani,బండ పుకు జే గాడు బాట్ ఎలా పటువుకోవాలి కూడా తెలిదు బీసీసీఐ లో ఇఎం పని
1321,HATE_2322,pm modi ni pakisthan ki tarmidengali jai kcr mere next pm,hate,0,1.0,0.0,pm modi ni pakisthan ki tarmidengali jai kcr mere next pm,పీఎం మోడి ని పాకిస్థాన్ కి తర్మిదెంగలి జై కేసీఆర్ మేరే నెక్స్ట్ పీఎం
1322,HATE_2323,300 mandhi hindus ni champina modi malla vadu oka pm ,non-hate,1,0.0,1.0,300 mandhi hindus ni champina modi malla vadu oka pm,౩౦౦ మంది హిందూస్ ని చంపిన మోడి మల్ల వాడు ఒక పీఎం
1323,HATE_2324,women ki respect ledhu malla vadu oka yogi malla ha modda cm kurchi lo vundhi,hate,0,1.0,0.0,women ki respect ledhu malla vadu oka yogi malla ha modda cm kurchi lo vundhi,వుమెన్ కి రెస్పెక్ట్ లేదు మల్ల వాడు ఒక యోగి మల్ల హా మొడ్డ సీఎం కుర్చి లో వుంది
1324,HATE_2325,Raja Singh nuvvu ni karra tagubthu mokam neeku mokham nuvvu mla ela ayyavu,hate,0,1.0,0.0,Raja Singh nuvvu ni karra tagubthu mokam neeku mokham nuvvu mla ela ayyavu,రాజా సింగ్ నువ్వు ని కర్ర తగుబ్తూ మొకం నీకు మొఖం నువ్వు మ్లా ఎలా అయ్యావు
1325,HATE_2326,asla murmu president ela ayindhi india parvu poyindhi ni karra mokham eskoni,hate,0,1.0,0.0,asla murmu president ela ayindhi india parvu poyindhi ni karra mokham eskoni,అస్లా ముర్ము ప్రెసిడెంట్ ఎలా అయింది ఇండియా పర్వు పోయింది ని కర్ర మొఖం ఏస్కోని
1326,HATE_2327,Arey Thagu bothoda.... nuvvey cheppinav ga ra 3yekaralu...ani enti oka job Annav ... eppudu nen analey antav endi ra bewakoof cm ga,hate,0,1.0,0.0,Arey Thagu bothoda nuvvey cheppinav ga ra 3yekaraluani enti oka job Annav eppudu nen analey antav endi ra bewakoof cm ga,అరే తగు బోతోడా నువ్వే చెప్పినవ్ గా రా ౩ఏకరాలుఅని ఏంటి ఒక జాబ్ అన్నావ్ ఎప్పుడు నెన్ అనాలే అంటావ్ ఎండి రా బేవకూఫ్ సీఎం గా
1327,HATE_2328,Oyc రాజాకార్ aithe kcr dora పెద్ద రాజాకార్,hate,0,1.0,0.0,Oyc రాజాకార్ aithe kcr dora పెద్ద రాజాకార్,ఓయిక్ రాజాకార్ ఐతే కేసీఆర్ డోరా పెద్ద రాజాకార్
1328,HATE_2329,media lu bjp thothulu bjp ni chusi avaru vote veyaru candidate chuastharu Anni andhari ke thelusu jai congress,non-hate,1,0.0,1.0,media lu bjp thothulu bjp ni chusi avaru vote veyaru candidate chuastharu Anni andhari ke thelusu jai congress,మీడియా లు బీజేపీ తోతులు బీజేపీ ని చూసి అవరు వోట్ వేయరు క్యాండిడేట్ చూస్తారు అన్ని అందరి కే తెలుసు జై కాంగ్రెస్
1329,HATE_2330,owasi bro's nupur raja singh ni pakistan ledha andaman ko tarmidengali #the people who  divide india,hate,0,1.0,0.0,owasi bros nupur raja singh ni pakistan ledha andaman ko tarmidengali the people who divide india,ఒవాసి బ్రోస్ నుపూర్ రాజా సింగ్ ని పాకిస్థాన్ లేదా అండమాన్ కో తర్మిదెంగలి తే పీపుల్ వో డివైడ్ ఇండియా
1330,HATE_2331,Arey Devudi Dabbulu ra avi vati gurinchi nduku ra asha kakapothay….devudu dabbu devudikay…dani kuda too much chestru meru,non-hate,1,0.0,1.0,Arey Devudi Dabbulu ra avi vati gurinchi nduku ra asha kakapothay…devudu dabbu devudikay…dani kuda too much chestru meru,అరే దేవుడి డబ్బులు రా అవి వాటి గురించి అందుకు రా ఆశా కాకపోతాయ్…దేవుడు డబ్బు దేవుడికే…దాని కూడా టూ ముచ్ చేస్త్రు మేరు
1331,HATE_2332,chiru papam lal singh chada valla 13cr loss aiyadu,non-hate,1,0.0,1.0,chiru papam lal singh chada valla 13cr loss aiyadu,చిరు పాపం లాల్ సింగ్ చాడ వల్ల ౧౩సీఆర్ లాస్ అయ్యదు
1332,HATE_2333,"ర్మ కోసం చూసాను ,మొదటిసారి అతను ఒక హీరో అభిమాని ఎలా ఉల్లాసంగా స్టేజి పై మాట్లాడుతారో అలా అనిపించారు",non-hate,1,0.0,1.0,ర్మ కోసం చూసాను మొదటిసారి అతను ఒక హీరో అభిమాని ఎలా ఉల్లాసంగా స్టేజి పై మాట్లాడుతారో అలా అనిపించారు,ర్మ కోసం చూసాను మొదటిసారి అతను ఒక హీరో అభిమాని ఎలా ఉల్లాసంగా స్టేజి పై మాట్లాడుతారో అలా అనిపించారు
1333,HATE_2334,నువ్వు కాదయ్యా హీరో నీ యనకాల ఉంది చూడు పులి సోను సూద్ సార్,non-hate,1,0.0,1.0,నువ్వు కాదయ్యా హీరో నీ యనకాల ఉంది చూడు పులి సోను సూద్ సార్,నువ్వు కాదయ్యా హీరో నీ యనకాల ఉంది చూడు పులి సోను సూద్ సార్
1334,HATE_2335,"ఈ వీడియో RGV కోసమే చాలా మంది చూసి వుంటారు,,",non-hate,1,0.0,1.0,ఈ వీడియో RGV కోసమే చాలా మంది చూసి వుంటారు,ఈ వీడియో ఆర్జీవీ కోసమే చాలా మంది చూసి వుంటారు
1335,HATE_2336,ndharu evarni choosthunnaro Kaane Nenu Maatram REAL HERO Sonusood Sir Ni Choosthunna,non-hate,1,0.0,1.0,ndharu evarni choosthunnaro Kaane Nenu Maatram REAL HERO Sonusood Sir Ni Choosthunna,ందరు ఎవర్ని చూస్తున్నారో కానే నేను మాత్రం రియల్ హీరో సోనూసూద్ సిర్ ని చూస్తున్న
1336,HATE_2337,Evadiki vadu acting eraga tistunnaru,non-hate,1,0.0,1.0,Evadiki vadu acting eraga tistunnaru,ఎవడికి వాడు యాక్టింగ్ ఎరగా తీస్తున్నారు
1337,HATE_2338,rgv ki siggu ledhu ammail ni oka sex doll laga choostahru,hate,0,1.0,0.0,rgv ki siggu ledhu ammail ni oka sex doll laga choostahru,ఆర్జీవీ కి సిగ్గు లేదు అమ్మైల్ ని ఒక సెక్స్ డాల్ లాగా చూస్తహ్రు
1338,HATE_2339,RGV శిష్యులు like హియర్,non-hate,1,0.0,1.0,RGV శిష్యులు like హియర్,ఆర్జీవీ శిష్యులు లైక్ హియర్
1339,HATE_2340,jai rgv jai puri,non-hate,1,0.0,1.0,jai rgv jai puri,జై ఆర్జీవీ జై పూరి
1340,HATE_2341,విమర్శలు నవ్వుతూ స్వీకరించే వ్యక్తి....,non-hate,1,0.0,1.0,విమర్శలు నవ్వుతూ స్వీకరించే వ్యక్తి,విమర్శలు నవ్వుతూ స్వీకరించే వ్యక్తి
1341,HATE_2342,భయం లేని వాడు RGV కాదు వాడి ముందు పెర్ఫార్మన్స్ చేసిన శంకర్ ,non-hate,1,0.0,1.0,భయం లేని వాడు RGV కాదు వాడి ముందు పెర్ఫార్మన్స్ చేసిన శంకర్,భయం లేని వాడు ఆర్జీవీ కాదు వాడి ముందు పెర్ఫార్మన్స్ చేసిన శంకర్
1342,HATE_2343,"AnnA malla reddy NV me college lo  fee thakuva cheyu Chalu, NV kaarmikulani billionaires chesthava ",non-hate,1,0.0,1.0,AnnA malla reddy NV me college lo fee thakuva cheyu Chalu NV kaarmikulani billionaires chesthava,అన్న మల్ల రెడ్డి ఎన్వీ మే కాలేజ్ లో ఫీ తకువ చేయు చాలు ఎన్వీ కార్మికులని బిలియనీర్స్ చేస్తావా
1343,HATE_2344,"Fingerprint mallareddy
Pedda donga na kodku",hate,0,1.0,0.0,Fingerprint mallareddyPedda donga na kodku,ఫింగర్ప్రింట్ మల్లారెడ్డిపెద్ద దొంగ నా కోడ్కు
1344,HATE_2345,తెలుగు సినిమా కీ ప్రపంచ వ్యాప్తంగా పేరు రావడానికి KCR KTR కారణమా...ఈ ఒక్కటే చాలు లేచి Pocketలో చేతులు పెట్టుకొని.....,non-hate,1,0.0,1.0,తెలుగు సినిమా కీ ప్రపంచ వ్యాప్తంగా పేరు రావడానికి KCR KTR కారణమాఈ ఒక్కటే చాలు లేచి Pocketలో చేతులు పెట్టుకొని,తెలుగు సినిమా కీ ప్రపంచ వ్యాప్తంగా పేరు రావడానికి కేసీఆర్ కేటీఆర్ కారణమాఈ ఒక్కటే చాలు లేచి పాకెట్లో చేతులు పెట్టుకొని
1345,HATE_2346,Malla reddy garu meru ap ni kindaparicharu talangana lo  vantana andra pradesh prajalu 100 satam vnaru gutupetukondi noru jararu  meku ok vesayamtelusa  cm kcr ktr  vizayanagaram  bedani telusa chutu pakala andra valuvnaru megastar chiranjeevi  anr ntr valadi kuda andra pradesh  jagrata  Malla reddy ki dolaterustru  jai andra  jai  telangana,non-hate,1,0.0,1.0,Malla reddy garu meru ap ni kindaparicharu talangana lo vantana andra pradesh prajalu 100 satam vnaru gutupetukondi noru jararu meku ok vesayamtelusa cm kcr ktr vizayanagaram bedani telusa chutu pakala andra valuvnaru megastar chiranjeevi anr ntr valadi kuda andra pradesh jagrata Malla reddy ki dolaterustru jai andra jai telangana,మల్ల రెడ్డి గారు మేరు ఏపీ ని కిందపరిచారు తలంగాణ లో వంతన ఆంద్రా ప్రదేశ్ ప్రజలు ౧౦౦ శతం వ్ఞరు గుటుపెటుకోండి నోరు జారరు మేకు ఒక్ వేశాయంతెలుస సీఎం కేసీఆర్ కేటీఆర్ విజయనగరం బేదని తెలుసా చుటు పాకాల ఆంద్రా వలువ్నారు మెగాస్టార్ చిరంజీవి ఏఎన్ఆర్ న్తర్ వాలది కూడా ఆంద్రా ప్రదేశ్ జాగ్రత మల్ల రెడ్డి కి డొలేటరస్ట్రు జై ఆంద్రా జై తెలంగాణ
1346,HATE_2347,మల్లన్న ప్రోగ్రామ్ ఉందని తాగినవే  చిరంజీవి ఆన్నయ్య సింపులు గా వుంటారు,non-hate,1,0.0,1.0,మల్లన్న ప్రోగ్రామ్ ఉందని తాగినవే చిరంజీవి ఆన్నయ్య సింపులు గా వుంటారు,మల్లన్న ప్రోగ్రామ్ ఉందని తాగినవే చిరంజీవి ఆన్నయ్య సింపులు గా వుంటారు
1347,HATE_2348,rgv gadu canipovali vadi chettabandi ayina chestha,hate,0,1.0,0.0,rgv gadu canipovali vadi chettabandi ayina chestha,ఆర్జీవీ గాడు చనిపోవాలి వాడి చెత్తబండి అయిన చేస్తా
1348,HATE_2349,Orey baffun gaa college fees lu thakkuvva chesthee nee mukaniki adi chaluu,non-hate,1,0.0,1.0,Orey baffun gaa college fees lu thakkuvva chesthee nee mukaniki adi chaluu,ఒరేయ్ బఫ్ఫున్ గా కాలేజ్ ఫీస్ లు తక్కువ్వ చేస్తే నీ ముఖానికి అది చలూ
1349,HATE_2350,Are vidu 90 ML thagi vachindo ,non-hate,1,0.0,1.0,Are vidu 90 ML thagi vachindo,ఆర్ విడు ౯౦ ఎంఎల్ తాగి వచ్చిందో
1350,HATE_2351,malla anna ha puk gadu vadu kani danam cheyali pasnari puku vadidhi,hate,0,1.0,0.0,malla anna ha puk gadu vadu kani danam cheyali pasnari puku vadidhi,మల్ల అన్న హా పుక్ గాడు వాడు కని దానం చేయాలి పస్నారి పుకు వాడిది
1351,HATE_2352,Kcr na madda chesindu rs,hate,0,1.0,0.0,Kcr na madda chesindu rs,కేసీఆర్ నా మడ్డ చేసిండు ర్స్
1352,HATE_2353,Donganakodukulu ma mallana vadu chetha butta dabbulu erukoney rakam,hate,0,1.0,0.0,Donganakodukulu ma mallana vadu chetha butta dabbulu erukoney rakam,దొంగనాకొడుకులు మా మల్లన వాడు చేత బుట్ట డబ్బులు ఏరుకొనే రకం
1353,HATE_2354,malla anna niku Picchi kani lesinndara sulliga,hate,0,1.0,0.0,malla anna niku Picchi kani lesinndara sulliga,మల్ల అన్న నికు పిచ్చి కని లేసిందరా సుల్లిగా
1354,HATE_2355,రేవంత్ రెడ్డి ద్వారానే ప్రభుత్వం ఏర్పడుతుంది,non-hate,1,0.0,1.0,రేవంత్ రెడ్డి ద్వారానే ప్రభుత్వం ఏర్పడుతుంది,రేవంత్ రెడ్డి ద్వారానే ప్రభుత్వం ఏర్పడుతుంది
1355,HATE_2356,"మల్లారెడ్డి గారు రేవంత్ రెడ్డి బ్లాక్ మెయిల్ చేసాడు అంటున్నారు ok అంతే కాకుండా మీ డబ్బులతో బిడ్డ పెళ్లి చేసాడు అంటున్నారు ok  మీరు అతనికి అప్పు ఇచ్చారా లేక భయపడి మీ అవినీతిని కప్పిపుచ్చుకోవడానికి ఇచ్చారా
అంత డబ్బు అతనికి ఇచ్చారు అంటే మీరు ఎంత దోచుకొని తిన్నారో మీరు నిజాయితీ పరులైతే ఎందుకు ఇస్తారు",non-hate,1,0.0,1.0,మల్లారెడ్డి గారు రేవంత్ రెడ్డి బ్లాక్ మెయిల్ చేసాడు అంటున్నారు ok అంతే కాకుండా మీ డబ్బులతో బిడ్డ పెళ్లి చేసాడు అంటున్నారు ok మీరు అతనికి అప్పు ఇచ్చారా లేక భయపడి మీ అవినీతిని కప్పిపుచ్చుకోవడానికి ఇచ్చారాఅంత డబ్బు అతనికి ఇచ్చారు అంటే మీరు ఎంత దోచుకొని తిన్నారో మీరు నిజాయితీ పరులైతే ఎందుకు ఇస్తారు,మల్లారెడ్డి గారు రేవంత్ రెడ్డి బ్లాక్ మెయిల్ చేసాడు అంటున్నారు ఒక్ అంతే కాకుండా మీ డబ్బులతో బిడ్డ పెళ్లి చేసాడు అంటున్నారు ఒక్ మీరు అతనికి అప్పు ఇచ్చారా లేక భయపడి మీ అవినీతిని కప్పిపుచ్చుకోవడానికి ఇచ్చారాఅంత డబ్బు అతనికి ఇచ్చారు అంటే మీరు ఎంత దోచుకొని తిన్నారో మీరు నిజాయితీ పరులైతే ఎందుకు ఇస్తారు
1356,HATE_2357,"మల్లారెడ్డి అంతడబ్బు రేవంత్ రెడ్డికి ఇచ్చారు అంటే...  మల్లారెడ్డి ఎన్ని వేల కోట్ల డబ్బు అవినీతిగా సంపాదించి ఉంటాడు...
సక్రమంగా సంపదిస్తే ఎవ్వరికి ఇవ్వనవసరం ఉండదుగా....
రేవంత్ ఒక్కడికె కాదు..ప్రజలందరికీ నీ అవినీతి డబ్బు పంచాలి..
అప్పుడు ఎవ్వడు బ్లాక్ మెల్ చేయడు.",non-hate,1,0.0,1.0,మల్లారెడ్డి అంతడబ్బు రేవంత్ రెడ్డికి ఇచ్చారు అంటే మల్లారెడ్డి ఎన్ని వేల కోట్ల డబ్బు అవినీతిగా సంపాదించి ఉంటాడుసక్రమంగా సంపదిస్తే ఎవ్వరికి ఇవ్వనవసరం ఉండదుగారేవంత్ ఒక్కడికె కాదుప్రజలందరికీ నీ అవినీతి డబ్బు పంచాలిఅప్పుడు ఎవ్వడు బ్లాక్ మెల్ చేయడు,మల్లారెడ్డి అంతడబ్బు రేవంత్ రెడ్డికి ఇచ్చారు అంటే మల్లారెడ్డి ఎన్ని వేల కోట్ల డబ్బు అవినీతిగా సంపాదించి ఉంటాడుసక్రమంగా సంపదిస్తే ఎవ్వరికి ఇవ్వనవసరం ఉండదుగారేవంత్ ఒక్కడికె కాదుప్రజలందరికీ నీ అవినీతి డబ్బు పంచాలిఅప్పుడు ఎవ్వడు బ్లాక్ మెల్ చేయడు
1357,HATE_2358,మినిస్టర్ అధికార పార్టీ నువ్వు రేవంత్ రెడ్డి కి భయపడడం ఏందీ మల్ల రెడ్డి,non-hate,1,0.0,1.0,మినిస్టర్ అధికార పార్టీ నువ్వు రేవంత్ రెడ్డి కి భయపడడం ఏందీ మల్ల రెడ్డి,మినిస్టర్ అధికార పార్టీ నువ్వు రేవంత్ రెడ్డి కి భయపడడం ఏందీ మల్ల రెడ్డి
1358,HATE_2359,ఇ జోకర్ గానికి ఓటు ఎవడ్రా వేసింది #dont vote for malla reddy,hate,0,1.0,0.0,ఇ జోకర్ గానికి ఓటు ఎవడ్రా వేసింది dont vote for malla reddy,ఇ జోకర్ గానికి ఓటు ఎవడ్రా వేసింది డోంట్ వోట్ ఫోర్ మల్ల రెడ్డి
1359,HATE_2360,"వదల బొమ్మలి వదల ,(జై రేవంత్ రెడ్డి)",non-hate,1,0.0,1.0,వదల బొమ్మలి వదల జై రేవంత్ రెడ్డి,వదల బొమ్మలి వదల జై రేవంత్ రెడ్డి
1360,HATE_2361,నువ్వు ఎమ్ తప్పు చెయ్యకపోతే వాడు ఇవ్వమంటే నువ్వు ఎందుకు ఇచ్చినవ్??,non-hate,1,0.0,1.0,నువ్వు ఎమ్ తప్పు చెయ్యకపోతే వాడు ఇవ్వమంటే నువ్వు ఎందుకు ఇచ్చినవ్,నువ్వు ఎమ్ తప్పు చెయ్యకపోతే వాడు ఇవ్వమంటే నువ్వు ఎందుకు ఇచ్చినవ్
1361,HATE_2362,"పాల మల్లిగా బిడ్డ పెళ్లి ని పైసలతో చెసినోడు , పిసిసి అధ్యక్ష పదవి కోనె పైసలు ఎక్కడవి రా",non-hate,1,0.0,1.0,పాల మల్లిగా బిడ్డ పెళ్లి ని పైసలతో చెసినోడు పిసిసి అధ్యక్ష పదవి కోనె పైసలు ఎక్కడవి రా,పాల మల్లిగా బిడ్డ పెళ్లి ని పైసలతో చెసినోడు పిసిసి అధ్యక్ష పదవి కోనె పైసలు ఎక్కడవి రా
1362,HATE_2363,"ఇందులో ఏ ఒక్కోడికి కూడా జనగణమన, వందేమాతరం ఎవ్వడికి రాదు. పైగా ఎదవ స్పీచ్ లు.",non-hate,1,0.0,1.0,ఇందులో ఏ ఒక్కోడికి కూడా జనగణమన వందేమాతరం ఎవ్వడికి రాదు పైగా ఎదవ స్పీచ్ లు,ఇందులో ఏ ఒక్కోడికి కూడా జనగణమన వందేమాతరం ఎవ్వడికి రాదు పైగా ఎదవ స్పీచ్ లు
1363,HATE_2364,ఆయన కేసీఆర్కు పెట్రోల్ అంటుండు. నేను ఆయన బిడ్డ పెళ్లి చేసిన అంటున్నావ్. రాజకీయం అడ్డం పెట్టుకుని దోచుకునే నాయకుల,non-hate,1,0.0,1.0,ఆయన కేసీఆర్కు పెట్రోల్ అంటుండు నేను ఆయన బిడ్డ పెళ్లి చేసిన అంటున్నావ్ రాజకీయం అడ్డం పెట్టుకుని దోచుకునే నాయకుల,ఆయన కేసీఆర్కు పెట్రోల్ అంటుండు నేను ఆయన బిడ్డ పెళ్లి చేసిన అంటున్నావ్ రాజకీయం అడ్డం పెట్టుకుని దోచుకునే నాయకుల
1364,HATE_2365,నిజానికి ప్రజల కోసం పోరాడుతున్న ఏకైక నాయకుడు రేవంత్ రెడ్డి గారు,non-hate,1,0.0,1.0,నిజానికి ప్రజల కోసం పోరాడుతున్న ఏకైక నాయకుడు రేవంత్ రెడ్డి గారు,నిజానికి ప్రజల కోసం పోరాడుతున్న ఏకైక నాయకుడు రేవంత్ రెడ్డి గారు
1365,HATE_2366,ఈ విషయం గురించి మల్లన్న నిజం తేల్చు ఎప్పుడు ఏడవడం కాదు ఒక సారి ఇలాంటివి నిజం తేల్చు,non-hate,1,0.0,1.0,ఈ విషయం గురించి మల్లన్న నిజం తేల్చు ఎప్పుడు ఏడవడం కాదు ఒక సారి ఇలాంటివి నిజం తేల్చు,ఈ విషయం గురించి మల్లన్న నిజం తేల్చు ఎప్పుడు ఏడవడం కాదు ఒక సారి ఇలాంటివి నిజం తేల్చు
1366,HATE_2367,Idini gelipinchina voters nizamga medhavulu ,non-hate,1,0.0,1.0,Idini gelipinchina voters nizamga medhavulu,ఇదిని గెలిపించిన వోటర్స్ నిజాంగా మేధావులు
1367,HATE_2368,malla oka donga veda vadu lanja eshalu fees tagincharu gani desham ni uddharistharu,hate,0,1.0,0.0,malla oka donga veda vadu lanja eshalu fees tagincharu gani desham ni uddharistharu,మల్ల ఒక దొంగ వేద వాడు లంజా ఈషాలు ఫీస్ తాగించారు గని దేశం ని ఉద్ధరిస్తారు
1368,HATE_2369,ని అంత డ్రామా ఎవ్వడు చేయలేడు,non-hate,1,0.0,1.0,ని అంత డ్రామా ఎవ్వడు చేయలేడు,ని అంత డ్రామా ఎవ్వడు చేయలేడు
1369,HATE_2370,KCR ni chusi Vallabhai patel anukunnademo.,non-hate,1,0.0,1.0,KCR ni chusi Vallabhai patel anukunnademo,కేసీఆర్ ని చూసి వల్లభాయ్ పటేల్ అనుకున్నాడేమో
1370,HATE_2371,​bindu hi tinnava m chestunnav,non-hate,1,0.0,1.0,​bindu hi tinnava m chestunnav,​బిందు హి తిన్నావా మ్ చేస్తున్నావ్
1371,HATE_2372,నువ్వు సూపర్ అన్న,non-hate,1,0.0,1.0,నువ్వు సూపర్ అన్న,నువ్వు సూపర్ అన్న
1372,HATE_2373,రేవంత్ గారు ఎపుడూ మీ రు మా మనిషె,non-hate,1,0.0,1.0,రేవంత్ గారు ఎపుడూ మీ రు మా మనిషె,రేవంత్ గారు ఎపుడూ మీ రు మా మనిషె
1373,HATE_2374,samantha vachi ni payal chikala,hate,0,1.0,0.0,samantha vachi ni payal chikala,సమంత వచ్చి ని పాయల్ చికల
1374,HATE_2375,Aunty Anushaya make up esthe aunty laga vunnavu make up esukokapothe grandma laga vuntavu,hate,0,1.0,0.0,Aunty Anushaya make up esthe aunty laga vunnavu make up esukokapothe grandma laga vuntavu,ఆంటీ అనుశయ మేక్ అప్ ఎస్తే ఆంటీ లాగా వున్నావు మేక్ అప్ ఏసుకోకపోతే గ్రాండ్మా లాగా వుంటావు
1375,HATE_2376,ఓమ్మో నీ నటనకి ఆస్కార్ అవార్డు కూడా తక్కువే.....మాటల మాంత్రికుడు మల్లయ్య,non-hate,1,0.0,1.0,ఓమ్మో నీ నటనకి ఆస్కార్ అవార్డు కూడా తక్కువేమాటల మాంత్రికుడు మల్లయ్య,ఓమ్మో నీ నటనకి ఆస్కార్ అవార్డు కూడా తక్కువేమాటల మాంత్రికుడు మల్లయ్య
1376,HATE_2377,రేవంతన్న ఇచ్చిన షాక్ కి మల్లారెడ్డి కి పిచ్చి పట్టినట్టు ఉంది,non-hate,1,0.0,1.0,రేవంతన్న ఇచ్చిన షాక్ కి మల్లారెడ్డి కి పిచ్చి పట్టినట్టు ఉంది,రేవంతన్న ఇచ్చిన షాక్ కి మల్లారెడ్డి కి పిచ్చి పట్టినట్టు ఉంది
1377,HATE_2378,pichi pattatina malla reddy murki kaluvalo dabbulu eruthu dorikadhu,hate,0,1.0,0.0,pichi pattatina malla reddy murki kaluvalo dabbulu eruthu dorikadhu,పిచ్చి పట్టటిన మల్ల రెడ్డి ముర్కి కలువలో డబ్బులు ఏరుతూ దొరికాదు
