,Text,enc_label
3689,Na modda la expressions,0
3690,బోకర్ దానిలా మాటలు మాట్లాడకు,0
3691,Puku Badhalaipodhi Lanja dhana,0
3692,Edi lanja kabate ela janalanu chedakodutundi,0
3693,ఎదో కామెంట్స్ పెట్టొద్దు అన్న ఎదవ ముండ ఇప్పుడెలాగా పోయేటి వాడుతున్నావ్,0
3694,ఇది లంజలా రాజ్యం కలియుగం లో లంజేలే నీతులు చెబుతారు,0
3695,Galeez mokalani famous chesaru kadara,0
3696,Ela lani veshalu vesedanni tesukochi TV Lo Pettaru,0
3697,Deeniki k Kovvu Baga perigindi,0
3698,Nuv dancer va chiii sigguledhu Neku,0
3699,Dhini gudha pandhulu kukkalu gulliyya,0
3700,Ha bokkaley Chivaridaka vuntey appudu cheppu,0
3701,Arey vaadu paata padtunnada leka padyam oppacheptunada,0
3702,vadi puku chinthapandu cheyali,0
3703,Ma campus ee bro lanjoduku,0
3704,Gudha paguldegale,0
3705,Ellati guruvu kanni boka lo aiyali,0
3706,Nene aythe Ada narukutha vadu guruva,0
3707,guddha pagaladhenali lonjakodikini,0
3708,Online loo phone book chesthe ipoedhi gaa,1
3709,Nduk bro holidays manam thiskuntam ka elago,1
3710,                 ,1
3711,సోదరులు ఎంత గొడవ ఉన్న ఎవడన్నా తమ్ముడిని ఏమన్నా అంటే రక్తం ఊరుకోదు అలాగే భారతీయులు కూడా ఉండాలని గొప్పగా చూపించిన రాజమౌళి గారికి ధన్యవాదాలు,1
3712,సూపర్ రా చిన్న,1
3713,సూపర్ గా పాడారుమీతో ఈ పాట ఐటమ్ సాంగ్ చేస్తే అదిరిపోను,1
3714,సార్ మీ తండ్రి కొడుకుల పాత్రలు చాలా సూపర్ గా ఉంటాయి సార్ నాకు కూడా ఇద్దరు కొడుకులు వాళ్లతో ఎప్పుడు ఇలాగే కామెడీగానే ఉంటాను,1
3715,సంక్రాంతికి రాబోతున్న చిరంజీవి గారి సినిమా మరియు బాలకృష్ణ గారి సినిమా మంచి విజయం సాధించాలని కోరుకుంటూ,1
3716,శ్రీదేవి డ్రామా కంపెనీ షో వల్ల ఎంతో మంది టాలెంట్ ఉన్నవారు బయటకు వస్తున్నారు,1
3717,శేకర్ మాస్టర్ యశ్ మాస్టర్ రమ్యకృష్ణ మామ్ వరకు ok మిగతా చిల్లర బ్యాచ్ జెడ్జెస్ ఏందిరా నయన,1
3718,వేగంగా వచ్చినవాడిది తప్పు,1
3719,వామ్మో వాయ్యోగురువు గారు manchi కాకా పడుతున్నాడు,1
3720,వయస్సు ఎంత ఉన్నది అని ముఖ్యం కాదు ఎనర్జీ ఎంత ఉన్నది అని ముఖ్యం తగ్గలే జై మెగాస్టార్,1
3721,రియల్ హీరో రియల్ లీడర్ మల్ల రెడ్డి గారు,1
3722,రాము ఆమెకు అన్ని రకాలుగా నచ్చినవాడు దొరికితే ఓకే అన్నాక అంతకంటే బెటర్ వాడు దొరికితే అంటున్నావు కనుక ఆమెకు ఎంత బెటర్ మెంట్ అనే దానిమీద క్లారటీ లేకపోవాలి లేదా డిగ్రీ ఆఫ్ బెటర్మెంట్ లో క్లారిటీ వచ్చిఉండాలి,1
3723,రాకుడాని టైం లో వచ్చాను ఎక్స్పర్షన్ సూపర్,1
3724,రమణ గారు సూపర్ గా పాడేరు మళ్లి మళ్లి వినాలి అనిపిస్తుంది మీకు అ దేవుడు ఇంక మంచి స్తాయిలో వుంచాలి అని కోరుకుంటాను,1
3725,రమణ గారు మీ వాయిస్ సూపర్ పేస్ ఎక్స్ప్రెషన్ సూపర్ ప్రపోజ్ సూపర్ అల్ వేస్ యూర్స్ పర్ఫెక్ట్,1
3726,రమణ గారు మీ పర్ఫామెన్స్ చాలా బాగుంది,1
3727,మ్యూజిక్ సూపర్,1
3728,మ్యూజిక్ చాలా చాలా బాగుంది,1
3729,మొదట ఈ సంస్కృతి మొదలైంది మీ దగ్గర నుండే కదా నానీ గారూ,1
3730,మూతికి ఉన్న మాస్క్ తీసి పెట్టు బ్రో పోస్ట్లేకుంటే భయపడుతున్నవ్ అనుకుంటారు,1
3731,మాలా విసర్జన చేస్తున్నారని ఏడుస్తుంది కధా పాప అయ్యప్ప అంటే ఒక వెసనం ఒక సారి మాల వేసుకుంటే ఇక ఆగలేము తీసేటప్పుడు నేను ఏడుస్తాను,1
3732,మాములుగా లేదు ట్విస్ట్ సూపర్ అహ కెవ్వు కేక,1
3733,మా పరిస్థితి కూడా అలానే ఉంది స్వామి,1
3734,మా నాన్నగారి సైట్ నాకు వచ్చింది అందుకని నాకు ఏమి కనిపించదు అన్నయ్య,1
3735,మళ్ళీ మళ్ళీ రిపీట్ చేస్తూ చూస్తున్న వాళ్లు ఎంతమంది ఉన్నారు ,1
3736,మంచి మనసున్న మన కళ్యాణ్ రామ్ గారికి దక్కిన గొప్ప విజయం ఈ సినిమా,1
3737,భారతదేశం గర్వించదగ్గ నటుడు ఎన్టీఆర్ అన్న కొమరం భీమ్,1
3738,భాను అక్క రమణ అన్న సూపర్ సూపర్ సాంగ్స్ పాడుతున్నారు కదా అక్క,1
3739,బింబిసర కళ్యాణ్ రామ్ గారి క్యారియర్ లో భారీ విజయం సాధించడం చాలా ఆనందంగా ఉంది,1
3740,బాలయ్య బాబు అభిమానిని ఈ సినిమా పెద్ద ఇటు కొట్టాలని మనస్పూర్తిగా కోరుకుంటున్నాను జై బాలయ్య జై చిరంజీవ,1
3741,బయ్యCamera man కొంచెం సైడ్ nundi జూమ్ చెయ్ ఒకసారి camere man ki oka ఓ వేసుకొండి,1
3742,ప్రేమకు గ్యారంటీ లెదు కాద టీచర్,1
3743,ప్రసాద్ అన్న నీ పంచి టైమింగ్ సూపర్ అన్న,1
3744,ప్రషు వాళ్ళ డాడీకి ఒక లైక్ కొట్టండి,1
3745,ప్రభాష్ అన్నయ్య అంటే ఎంత మందికి ఇష్టం మళ్ళీ మళ్ళీ ఈ షో చూడాలి అని ఎంత మంది కి అనిపిస్తున్నది ఐ లవ్ యు డార్లింగ్ ప్రభాష్ అన్నయ్య  ,1
3746,పాలు పెరుగు పువ్వులు కెసిఆర్ ఫామ్ హౌస్ లో అమ్మినవ్ అది అందరికి తెలిసిన విషయమే,1
3747,పాప చేతికి కత్తి ఇచ్చే సీన్ ఎన్నిసార్లు చూసినా కళ్ళలో నీళ్లు తిరుగుతున్నాయి Great thought by director,1
3748,పరమానందయ శిష్యులు,1
3749,నేను చేస్తాను రా నీకు డిన్నర్,1
3750,నేను చూసిన వేలాది ఫన్నీ వీడియోలల్లనే టాప్ 1 లేడీ ఆక్షన్ వీడియో ఇది అమ్మాయి ఆక్షన్ సూపర్,1
3751,నువ్వు చెప్పేది కూడా మాకేం అర్థం కాలే ఫాస్ట్,1
3752,నువ్వు చాలా చాలా బాగున్నావు పర్ఫెక్ట్ గా ఉన్నావ్ మీరు నాకు నచ్చారు,1
3753,నీవు దేవుడు సామి,1
3754,నీ అందానికి అంతా మాట అవుసరం మా బ్యూటిఫుల్ లేడీ,1
3755,నీ అంత అందమైన అమ్మాయి బిల్డింగ్ నుండిదూకితే నాలాంటి వాళ్ళు ఏమవ్వాలి చెప్పండి మీ అందానికి పడిపోయా,1
3756,నిన్ను ఎవరన్నా ఆపేది నిన్ను ఆపే మగాడు పుట్టలేదు ఇంకా మీరు ఓడినా గెలిచినా నా ఓటు మీకే జై జనసేన,1
3757,నిద్ర పోయాడని train కి ఎలా తెలుస్తోంది,1
3758,నాకు పెళ్లయిన తర్వాత నుంచి నేను ఏమీ కనిపెట్టలేక పోతున్నాను అన్నయ్య,1
3759,నటసింహం నందమూరి బాలయ్య కు తిరుగులేదు Blockbuster pakka జై బాలయ్య జైజై బాలయ్య,1
3760,తాతకు తగ్గ మనవడు సినిమాకు న్యాయం చేశాడు న్యాయం చేశాడు,1
3761,తన స్వయం కృషి తో కష్టపడి తన నటనతో ప్రేక్షకుల హృదయాల్లో చెరగని ముద్ర వేసుకున్న మన మెగాస్టార్ చిరంజీవి,1
3762,డిజిల్ బదులు మందు కొడితే సరిపోతుంది,1
3763,డాన్స్ లో ఆయన్ని మించలంటే మరో చిరంజీవి రావాల్సిందే,1
3764,చాలా సాంప్రదాయ బద్ధంగా ఉన్నారు మీదే నిజమైన అందం,1
3765,చాలా అద్భుతంగా మ్యూజిక్ డాన్స్ స్టెప్ రిసల్ట్ సూపర్,1
3766,చాలా అద్భుతంగా పాడారు బ్రదర్ మీరు పాడుతుంటే ఎంత అద్భుతంగా ఉందో మాటల్లో చెప్పలేనంతగా ఉంది,1
3767,కొట్టించుకుంటే తప్ప ఊరుకునే లా లేవే,1
3768,కీరవాణి గారు ఈ పాటకు ప్రాణం పోసారు అధ్బుతం,1
3769,కావాలని తాగిస్తున్నావు కదా రోజా,1
3770,కళ్యాణ్ రామ్ గారి జీవితంలో మర్చిపోలేని అద్భుతమైన సినిమా ఈ బింబిసార,1
3771,ఏమయింది మన బాలయ్యకి చీల్చి చెండాడుతున్నడుఅది పాట అయినాఫైట్ అయినాజై బాలయ్య,1
3772,ఏంటి ఇంట్లో అందరూ బ్రహ్మోత్సవం సినిమాకు వెళ్ళారా,1
3773,ఎవరు పడారో కానీ బాగా పాడారు great hatsapp sir,1
3774,ఎన్టీఆర్ ని చూస్తుంటే తన నటన కోసమే వెండితెర పుట్టిందేమో అనిపిస్తుంది,1
3775,ఎంత మంది కళ్ళల్లో నీళ్ళు తిరిగాయి,1
3776,ఈ సినిమా మంచి విజయం సాధించాలి అని ఎంతమంది కోరుకుంటున్నారు,1
3777,ఈ సాంగ్ కి సినిమా హాల్ లో చేసిన రచ్చ మాములు కాదు,1
3778,ఈ సాంగ్ 10 సంవత్సరాల తరువాత చూసినా కూడా అదే ఫీల్ ఉంటుంది Heart touching song,1
3779,ఈ షో కేవలం ఇప్పటివరకు బాలయ్యకోసం చూసాము కానీ మొదటిసారిగా ప్రభాస్ కోసం ఎంత మంది ఎదురు చూస్తున్నారు ,1
3780,ఈ ప్రోమో చూసినంత సేపు నా మొహంలో చిరునవ్వు ఆగలేదు,1
3781,ఈ ప్రోమో కోసం ఎంతమంది ఎదురుచూస్తున్నారు,1
3782,ఈ పాటని నేను విన్నంతగా ఎవరు వినలేదు ఏమో అనే అంతగా విన్నాను  ,1
3783,ఈ పాట చూశాక ఈ సినిమా రిలీజ్ ఎప్పుడైద్దా అని ఎదురుచూసే ఆసక్తి పెరిగింది,1
3784,ఈ పాట ఎంత మంది కి నచ్చింది,1
3785,ఈ పాట అంటే ఎంతమందికి ఇష్టం,1
3786,ఈ పాట అంటే ఎంత మందికి ఇష్టం Dj tillu అట్లా ఉంటుంది మనోడితో,1
3787,ఈ ఇంటార్వు పేరుతో కెమీరా మెన్ పండుగ చెస్కుంటున్నాడు అన్ని అంగిల్స్ లోను,1
3788,ఇలాంటి జీవిత సత్యాలని అత్త లు చూసి కొడలని స్వేచ్చగా బతకనిస్తే బాగుండు మేము కూడా హ్యాపీ బతుకుతం కదా,1
3789,ఇదోక గొప్ప విషయమా బొక్క లో సోది,1
3790,ఇంటర్వ్యూ మొత్తం మోకం మీద చిరునవ్వుతో చూసినవారు ఎంతమంది,1
3791,ఇ లవ్ యు అను అక్క,1
3792,ఆహా ఏవీ ఆరోజులు ఈకామేడీ చూసీ ఎన్నాళ్ళు అయినదో,1
3793,ఆలోచన బాగుంది అమలు చేయండి త్వరలో మిమ్మల్ని న్యూస్ లో చూడటం కోసం ఎదురు చూస్తాను థాంక్యూ,1
3794,అసలు హారన్ కొట్టకపోతే ట్రైన్ ఇప్పట్లో రాదని అర్థం,1
3795,అరేయ్ చాయ్ అమ్మిన మోధి భారత దేశంన్ని అధనికి అంబానీకి ఎలా అమ్ముతున్నడో అలానే ఎదిగాడు,1
3796,అబ్బా ఈ tiktok కోసం ఎప్పటినుంచో వెతుకుతున్నా,1
3797,అన్నా మన లాభం ఆడుకుందన్న జై జనసేన జైహింద్,1
3798,అన్నయ్య కి ఒక్క ఛాన్స్ ఇద్దాం,1
3799,అన్న నమస్కారం సూపర్ పెట్టిండ్రు,1
3800,అన్న ఆ తాతకి మంచి నటుడు మన జూనియర్ ఎన్టీఆర్ లోనే కనిపించినాడు మన జేజినానికి తగ్గ మనవడివి నువ్వేనా,1
3801,అడగాలే కానీ ఏదైనా ఇచ్చే అన్నయ్య అవుతా లైన్ ఎంతమందికి ఇష్టం,1
3802,అంతా ఒకే బ్రో ఇంతకీ ఇవన్నీ ఎవరు కూర్చొని లెక్కిస్తారు ఎవరు వింటారుమనం వినక పోతే ట్రైన్ వెళ్ళదా,1
3803,Wowh acting vere level boss adaragottaru bhalega undi,1
3804,West Godavari lo adii jarigindhi,1
3805,Venakala unnonni adugu cheptadu,1
3806,Vadu ninnu KL University lo chusi undadu andhuke ala annadu,1
3807,Vaddu Bangaram nuvvu happy ga vundali,1
3808,Vaadu feel avvadu Vaadi answer ki nuv avthav,1
3809,turning thisukuna vadihi,1
3810,Thanu hug theesukone style lo kuda friendlyness undi thappa lust ledhu,1
3811,Supper akka chaala cute ga vunnaru,1
3812,Super concept inka music chala bagundhi short film kuda chala bagundhi,1
3813,Super bro Antha ina mana Ongole valu super bro,1
3814,Super bro ne channel 1stime chustunna super video e content meda akkuva videos chey bro channel no1 avutundi,1
3815,Srikakulam busstand lo ee ammai ki posting iyyandi amma,1
3816,sorry bro maku antha adrustam ledu,1
3817,Sir me jantta chala bagunttadhi sir eppudu meru Elage happy ga unddali sir nenu meku chala pedha fn nnni,1
3818,RGV IS న భూతో న భవిష్యత్ గురూజీ for men,1
3819,Rakkamma ఉపెస్తోంది సాంగ్ అదుర్స్,1
3820,Ra nenu pedatanu neku,1
3821,Pulsar bike Ramana em ayyipothaduu sisuu mari,1
3822,Paristhithulu maree intha pagabattesayenti,1
3823,Papam bhayya babi ki potta abbam ga vundhi,1
3824,Ongole pace college 2020 batch madhi,1
3825,oka Vela aa horn vinipinchakapothe,1
3826,Oka station nunchi inko station varaku nonstop horn kodithe appudu m ani Artam cheskovali,1
3827,Oka sari aa abbai yavaru chapadi madam Garu,1
3828,Oh thammudu mastu cheppinav,1
3829,Nve adiginanduku vadu feel avvadu vadu icchina answering nvu feel avuthavv,1
3830,Nuvvu pedathav ani anukuna darling,1
3831,Nu Track medha untey enni sarlu horn kottidhi,1
3832,nenu prathi sari anthe 60 days deeksha ayyina mala theeyali anipinchadu enduko,1
3833,Modda gudu aithyy,0
3834,Anthey dhonga mundalu alane chestharu Only money chustharu,0
3835,Ardham padham Lenivi endhuku thistharu chi mi Brathuku chada,0
3836,Vadu bochu kuda Ledu pk laga…miru mi lawdalo overaction,0
3837,vedu avvadu ra child artist aaaaa antha over action minguthunnadu,0
3838,Edo nijam ga vachunattu enduku over action bengutaru,0
3839,Monal Enduku niku antha over action ha,0
3840,Ee over action ke Sankaa naakadu Kada Ayinaa buddi raa ledu,0
3841,Nijame lanjalara ammavadipuku degichukoniki thisukunara,0
3842,Vadi modda guudu,0
3843,Adi aunty na leka gay na,0
3844,Chance esti champidengala vunnadu aunty ne,0
3845,Nee goddha bahundhi nannu estava,0
3846,   ,0
3847,మోడ్డ నోట్లో పెట్టి దెంగాలే,0
3848,Povee pukuu mundaa,0
3849,Pakkaki dengey annadu,0
3850,Sorry nuvu daniki panikirav,0
3851,ఇలా ఎడిటింగ్ లు చేసుకుని బ్రతకటమే కనీసం జగన్ ది ఇక ముక్క కూడా పీకలేరు,0
3852,Donga naa kodukulu madhyalo students naligipotunnaru,0
3853,సంకనాకిస్తుంది ఇది కూడా నిజమే,0
3854,bokkkaaa la vundiyedooo anukoni youtube lo velli mari chussaaa,0
3855,Arey ni bondha ra chetha na kodaka,0
3856,ఛీ దీనమ్మ ఎందుకు రా వీడు,0
3857,Ycp Gunda na kodakalara randra chuskundham,0
3858,Dhini show antara kojja maatalu thapa,0
3859,ముందు వాలంటీర్ అంటే అర్థం తెలుసుకోరా,0
3860,Ne చదువు కు అదే ఎక్కువ,0
3861,వారి పప్పు వాలంటీర్ అంటే ఏంటో తెలుసుకోరా,0
3862,Niku yevadu ra cheyyamannadu,0
3863,నువ్వు చెయ్యకుర puka,0
3864,ఈ మధ్య వీడి ఓవర్ యాక్టింగ్ ఎక్కువైంది బాగా,0
3865,Bhaanu ki antha scene leadhu ooh navesthundhii,0
3866,Adhi kothilane untadhi enka action lu,0
3867,Over action apandi raa Babu,0
3868,ఏంది రా మాకు ఈ సోది నీ ఎపిసోడ్,0
3869,bhanu full overaction Nike antha set kadhuu leee,0
3870,ఒరేయ్ ఇది కామెడీ షో నా లేదా లంజల కొంప నా,0
3871,ఇంక రాబోయే రోజుల్లో ఎన్నిసార్లు దెంగించుకున్నారు అని అడుగుతారేమో,0
3872,కామెడీ తక్కువ బూతులు ఎక్కువ,0
3873,డబుల్ మీనింగ్ లేకుండా దమ్ముంటే కామెడీ చేసి చూపించండి రా,0
3874,ఇదంతా మల్లెమల పుణ్యం మల్లెమల మొత్తం బోకు మాల అయిపోయేది,0
3875,Bokkalo show emanna ante family show anta,0
3876,Adhi ni chellini pakkana pettukoni chusthavara e show family show ga chillra lanjodkalara,0
3877,నువ్వు విప్పి దూకు వాడు వచ్చాక చూపియ్,0
3878,ఆలా అడిగింది ఛి దానికి కొంచెం అయినా సిగ్గు బోకు దాన,0
3879,Naa moddala show chesthunnaru,0
3880,Erripuku matalu baga matladathavu ra adhi nuvvu,0
3881,బాగా బలిసి కొట్టుకుంటున్నారు,0
3882,Areyy sigu undhi ah ra miku thuu worest fellows,0
3883,ముందు ముందు స్పష్టం గా బూతులు మాట్లాడేస్తారు ఏమో,0
3884,Ee Rashmi ki roju rojuki dhebbalu gattigaane gudhuthunnaru,0
3885,Are meru marara dappukottu kovam,0
3886,Arey evaru ra meru antha thu m manashulu ra meru edhi comedy show na inka em ayna show na,0
3887,Lanja la kompa Yemo edi na lavda la joka edi,0
3888,గుద్ధ దెంగిచుకోవడానిక,0
3889,ఒరేయ్ ఏంటిరా ఏదీ మాకు ఛీ ఛీబేవర్స్,0
3890,Aslu em show lu ra mei west gaa me vala socity Agam patisunaru chatha gaa,0
3891,లంజాకొడుకులు లంజముండల జోకులా ఇవి నా కొడకల్లారా,0
3892,Adhi Show na lanjala kompana,0
3893,Over action apandra,0
3894,Meeru mi over action apandra babu,0
3895,Papam erry flower ayipoindu,0
3896,Karuvulo vunadu,0
3897,Ammai ni pattukoni kavalissindhi konuko ani anta vurukuntunda,0
3898,Pichi lanjodkulak phone vadadam raadu,0
3899,Valla dhagara bochu vunttundi,0
3900,Gudha loo kotaka malli interview okatii,0
3901,పుట్టక ముందు కూడా కమంతోనే ఉన్నాడు,0
3902,Antha energy guddhalo nundi vastundi,0
3903,కళ్ళల్లో నుంచి కామం కారిపోతుంది,0
3904,Daily kottukunte Energy vachidhi,0
3905,లైక్ చెయ్యాకపోతే నాశనము అవ్వాలని కోకుంటావా ఏం మనిషి వీ ఛీ,0
3906,పెట్టింది పది వేలు లాగేది 10కోట్లు,0
3907,దాని పుకు గుద్ద రెండు నాకు లంజాకొడకా,0
3908,అందుకే 400 అమ్మాయిలతో sex చేశాడు,0
3909,rey miku em pani paata vundadha mundhu polavaram projectroadsjobs notification gurinchi alochinchandi ra,0
3910,మరి నువ్వు కాంగ్రెస్ నుండి వచ్చి ycp అని పెట్టుకున్నావుగా,0
3911,వీడికి చెప్పు చూపించిన సిగ్గు రాలేదు,0
3912,​నీ మొఖంపనికిమాలిన న్యూస్,0
3913,janalaku asha chupi calls marananiki karànam,0
3914,motthaniki tdp vari sabhalu yamapuriki dwaralu,0
3915,Vallu bagane vunnaru Meru nashanam,0
3916,Padavi kosam penta ina tintadu,0
3917,ఇప్పుడు ప్రభుత్వం ఉగ్రవాదులు చెతులొ,0
3918,తెలుగు మీడియా జగన్ కు అమ్ముడు పోయింది,0
3919,Kapu udhyaamam lo train tho modalapettav naasanam chesesav ra,0
3920,అసలు నేరస్తులు ఈ పోలీసు లే,0
3921,ఎం పోయే కాలం రా ఈ రాజకీయ పార్టీలు యనకల తిరిగి పోయారు,0
3922,వేస్ట్ ఛానల్,0
3923,Tdp Ki idem karma ra,0
3924,పవన్ కల్యాణ్ మీటింగ్ జరగకుండా ఎదగ కుండ ఉండుటకు రెండు పార్టీలు టీడీపీ అండ్ వైసిపి అడుతున్న నాటకాలు,0
3925,Sadist gadu ruling,0
3926,రౌడీ టిడిపి,0
3927,టీడిపి రౌడీల దౌర్జన్యం,0
3928,ఫ్యాక్షన్ చరిత్ర ఉన్నవాడిని ఎన్నుకొంటే ఇలాగే ఉంటుంది,0
3929,appude amindi mundundi musallapanda chudu ra,0
3930,దీనెమ్మ రోడ్డు మీద రేకు డబ్బా గీకితే వచ్చే వాయిస్,0
3931,Enduku raa eapudu godavalu padtharu meru tha show chesinanaa loudaaaa,0
3932,Ary west lanjakodukularaa,0
3933,రోజా భాష వల్గర్ భాష,0
3934,Oreyy babu inni rojulu prasantham ga unnam nu malli vachava chii neee edhava,0
3935,సచ్చిపోరా రమణ గా,0
3936,Love cheste chey ra andharaki chapala nu,0
3937,kamam thagginchuko ra,0
3938,podhune bevars gaallekkuvayyaru,0
3939,Ni over action chalu ra babu,0
3940,Over action Varsha camera visual kosam,0
3941,నువ్వు ఒక్క రోజు జబర్దస్త్ లో బాలయ్య బాబుతో ఫోన్లో మాట్లాడలేదా వే,0
3942,ఆయన Unstoppable షో కి వెళ్తేనే ప్యాంట్లు తడిపేసుకుంటున్నరు,0
3943,గుధ్ధ బలిసి కొట్టుకుంటున్నవే,0
3944,Meku pedha badha ayipoyindi kadhe,0
3945,పవన్ కళ్యాణ్ అసెంబ్లీలోకి నువ్వు మాత్రం next జబర్దస్త్ లోకే,0
3946,దీనెమ్మ దీన్ని ఎవడికన్నా చూపింనుంచండ్ర,0
3947,దీనెమ్మ దీన్ని ఎవడికన్నా చూపింనుంచండ్ర,0
3948,దీనమ్మ దీని కి ఇంకా ఏం పనిలేదా,0
3949,నువ్వు అపు అమ్మ తు అంటావు,0
3950,అయోమయంలో రోజా బ్రతుకు ఈసారి ఇంటికే ఇక,0
3951,Maatalu jagratha rooja alaga janam kodukulu antunnavv mari antha gb voddu,0
3952,దీనమ్మ రోజ ని ఎవడికైనా చూపించండి రా,0
3953,sollaapu saroja,0
3954,నిన్ను పిలుస్తలేరని బాధన రోజా గారు,0
3955,Ap ప్రజలు పెంట తింటున్నారు కాబట్టి ఇలాంటి నాయకులని భరిస్తున్నారు,0
3956,వెయడానికి వెళ్ళాడు గట్టిగా ఏస్తాడు,0
3957,పక్కోడి మీద ఉండే ఇంట్రెస్ట్ లో సగం మనం చేయాల్సిన పని మీద ఉంటే చాలా బాగుంటుంది,0
3958,దీన్ని ఏమైనా అంటే ఏడిచిద్ది,0
3959,Ap ప్రజలు పెంట తింటున్నారు కాబట్టి ఇలాంటి నాయకులని భరిస్తున్నారు,0
3960,danidi nora laka cheta buta,0
3961,ఆది రాజకియం ఇది వ్యక్తిగతం,0
3962,అన్నం కొంచెం తింటాడుకానీ ప్రజల రక్తం ఏకువ తాగుతాడు,0
3963,Food తక్కువ తింటారు అందుకే ప్రజల డబ్బు వేలకోట్లు తినేశారు,0
3964,ప్రజల సొమ్ము మొత్తం ఇలానే తింటున్నారు మిరు,0
3965,కడుపు నిండా తిండి కూడా తినా లేని జీవితానికి ఇన్ని కుట్రలు కుతంత్రా లు అవసరమా మనిషి మనిషిలా బ్రతకడం గొప్ప,0
3966,జగన్ చాలా తక్కువ తింటాడు డబ్బులు మాత్రం చాలా ఎక్కువ తింటాడు,0
3967,జగన్ శరీరంలో అణువు అణువు రొజక్కకు బాగా తెలిసినట్లుందే,0
3968,2024 లో జగన్ జైలుకు పోవడం ఖాయం,0
3969,Roja gaaru వారం పది రోజుల కు జగన్ వి క్లీన్ చేసే పని మీదే అనుకుంటా,0
3970,రోజా ఆంటీ కి బాగా తెలుసు జలగ మొన రెడ్డి కి వెంట్రుకలు ఎక్కడ ఎక్కడ ఉన్నాయో,0
3971,మరి CBI వాళ్ళు 16 నెలలు పీకింది,0
3972,అక్క నువ్వు సూపర్ రోజా కి 90రాడు దిగింది,0
3973,తాడేపల్లి పిల్లి ఇంత పిరికి పందలు రాయలసీమలో ఎట్టా పుట్టార్రా,0
3974,అబ్బా అబ్బా రోజా కి దిమ్మ తిరిగి కౌంటర్ ఇచ్చారు,0
3975,నీ ప్రభుత్వం చేత నువ్వు చేత రోజా అక్కా,0
3976,నిన్ను కూడా ఎవరు నమ్మరు మీ నాయకుడు గురించి కూడ నమ్మకం లేదు,0
3977,రోజా కి బాగా సరిపోయినట్టుంది,0
3978,నువ్వు బాగా బలిసి కొట్టుకుంటున్నవు రోజా,0
3979,రోజక్క నీకు ఉందిలే ముందు కాలం బ్యాండ్ బాజా,0
3980,రోజా గారికి దూల తీరింది,0
3981,Roja chala goranga ayipothundh,0
3982,రోజ నువ్వూ ఆ ఇకలు పికడనికి తప్పా దేనికి పనికిరావు,0
3983,Telugu rastrala nayakulu matlade matalaku pichilestundi,0
3984,రోజాకు మంచి కౌంటర్ ఇచ్చావ్ అక్క ఏమి ఇచ్చావ్ అక్క,0
3985,Roja lanjdonga mund,0
3986,ఇంకా క్లాస్ ఇవ్వు అక్కా,0
3987,ఎక్కడ వెంట్రుకలు ఉంటే అక్కడ పిక్కో,0
3988,నీ expression చూస్తుంటే ఏదో మర్డర్ రేప్ జరిగినట్టు,0
3989,ఆ ఎక్స్ప్రెషన్స్ చూడు తన ఆస్తి కొట్టేసినట్టు జీవితం ముగిసినట్టు ఈ దరిద్రం రా బాబు,0
3990,నువ్వు నీ ఓవర్ యాక్షన్ మూవీస్ లో ఛాన్స్ కోసం చూస్తున్నట్టున్నావ్,0
3991,ఇక నేను నువ్వు ఇంటర్వ్యూ చేసినా చూడను,0
3992,ఒక సారి నీ మీద ఎన్ని కామెంట్లు రాస్తున్నారో చూసుకో,0
3993,తప్పు చేసిన తరువాత వచ్చి ఖమ్ గా నే కూర్చుంటారు,0
3994,చెప్పుతో కొట్టినట్టు సమాధానం ఇచ్చవుగా,0
3995,నిజాయితీపరుడంటsame బాస్ క్వాలిటీస్ చాలా ఉన్నాయంట,0
3996,ఓహో ఈ నిజాయితీపరుడైన రవి ప్రకాష్ లో పవన్ లక్షణాలు ఉన్నాయా,0
3997,వీడీ పేరు రాంగోపాల్ వర్మ వీడి చేతిలో పడ్డ అమ్మాయిలు అవుతారు ఆలు కుర్మా,0
3998,నువ్వు మాత్రం డబ్బులేస్తే ముష్టి వాడి పక్కన అయినా పడుకుంటావు,0
3999,వచ్చిందండి మా తుగ్లక్ గాడి మిడ్ నైట్ దెవత,0
0,tappa chesina vaallaku vanike kaadu inca anni modalitavi entha kalam students life tho aadukuntu crores earn chedataaru illegal gaa,0
1,dusta chaaturyam meeru ilantivi enni chesina em picklerra,0
2,vetakaram super govt kii siggu serum raadu endukante siggu serum manushulaku matrame vuntundani naa abhiprayam,0
3,onlee raajakeeyam gaa vaadukovataanike ee daridrapu arrests,0
4,kaatam hogaya narayana pedda bokada college,0
5,telugu desham party onlee good administration inn they world,1
6,neenu ayithe jabardast show chudadam maanesaanu tv 5 abn channels loo debates vchinaka,1
7,jagan meeda jaganke vishwaasam ledhu anduke ea loafer panulu,0
8,students tho aadukovutam tappa,1
9,srinivasa garu endukee panikamaalina debate aa sambaki paniledu meeku jeetam kawali makenti gola anni exams happy gaa jariginai problem meyu create cheyyavaddu,0
10,maeru my media published cheyadam vallane elanti idea lu vastaayi vaallaki,1
11,one of they great leader aaa big selute sir,1
12,mogavaalla face loo maatram manchigaa chuupistaaru kanni asallu punny chaseena leady face maatram blur chastaruedi ee society anduka makki hay team kavalli,0
13,paniki maalina chaanaa,0
